Date,Winner,WinnerScore,Loser,LoserScore,,,,,
2/20/2025,SIUE,80,@Morehead St,62,,,,,
2/20/2025,Oregon St,84,@Pepperdine,78,,,,,
2/20/2025,@San Francisco,71,Pacific,58,,,,,
2/20/2025,@SE Missouri St,87,W Illinois,66,,,,,
2/20/2025,E Illinois,63,@Southern Indiana,54,,,,,
2/20/2025,FGCU,83,@Stetson,80,,,,,
2/20/2025,@Tennessee Tech,71,TN Martin,66,O1,,,,
2/20/2025,Lindenwood,93,@Ark Little Rock,92,O1,,,,
2/20/2025,@UC Riverside,87,Long Beach St,66,,,,,
2/20/2025,Utah Valley,79,@Utah Tech,77,O1,,,,
2/20/2025,Sam Houston St,78,@WKU,62,,,,,
2/20/2025,Austin Peay,92,@Queens NC,78,,,,,
2/20/2025,@Lipscomb,75,North Alabama,63,,,,,
2/20/2025,@North Florida,77,Jacksonville,73,,,,,
2/20/2025,CS Bakersfield,71,@UC Davis,66,,,,,
2/20/2025,@UC Santa Barbara,86,CS Fullerton,56,,,,,
2/20/2025,CS Sacramento,80,@Weber St,77,,,,,
2/20/2025,Cent Arkansas,82,@West Georgia,71,,,,,
2/20/2025,Coastal Car,87,@Southern Miss,78,,,,,
2/20/2025,@N Colorado,95,E Washington,76,,,,,
2/20/2025,@Mercyhurst,65,F Dickinson,60,,,,,
2/20/2025,@Appalachian St,79,Ga Southern,74,O1,,,,
2/20/2025,@James Madison,83,Georgia St,63,,,,,
2/20/2025,Idaho,83,@Northern Arizona,78,,,,,
2/20/2025,@Idaho St,82,Portland St,74,,,,,
2/20/2025,St Francis PA,81,@Le Moyne,76,O1,,,,
2/20/2025,@Wagner,63,Stonehill,57,,,,,
2/20/2025,CS Northridge,84,@UC Irvine,72,,,,,
2/20/2025,UC San Diego,81,@Cal Poly,67,,,,,
2/20/2025,Marshall,81,@Old Dominion,77,,,,,
2/20/2025,Louisiana,72,@Troy,69,,,,,
2/20/2025,Col Charleston,73,@Northeastern,62,,,,,
2/20/2025,@NC A&T,53,Campbell,50,,,,,
2/20/2025,@Elon,69,Towson,63,,,,,
2/20/2025,Drexel,78,@Delaware,74,,,,,
2/20/2025,Monmouth NJ,68,@Hofstra,62,,,,,
2/21/2025,@Brown,86,Columbia,61,,,,,
2/21/2025,@Loyola-Chicago,76,Dayton,72,,,,,
2/21/2025,Michigan St,75,@Michigan,62,,,,,
2/21/2025,@Marist,89,Canisius,81,,,,,
2/21/2025,Sacred Heart,60,@Merrimack,59,,,,,
2/21/2025,@Mt St Mary's,69,St Peter's,58,,,,,
2/21/2025,Fairfield,69,@Rider,49,,,,,
2/21/2025,@Siena,94,Niagara,60,,,,,
2/21/2025,@Miami OH,96,Kent,92,O1,,,,
2/21/2025,Bowling Green,69,@Toledo,68,,,,,
2/21/2025,@Princeton,76,Harvard,71,,,,,
2/21/2025,@Iona,65,Manhattan,60,,,,,
2/21/2025,@Penn,88,Dartmouth,75,,,,,
2/21/2025,@Yale,92,Cornell,88,,,,,
2/21/2025,@Villanova,81,Marquette,66,,,,,
2/21/2025,Cleveland St,73,@Detroit,65,,,,,
2/21/2025,@PFW,80,Oakland,66,,,,,
2/21/2025,N Kentucky,80,@Wright St,76,,,,,
2/21/2025,WI Milwaukee,84,@Youngstown St,74,,,,,
2/21/2025,@Robert Morris,94,WI Green Bay,85,,,,,
2/22/2025,New Hampshire,71,@SUNY Albany,60,,,,,
2/22/2025,Cornell,85,@Brown,81,,,,,
2/22/2025,@Alabama St,60,Florida A&M,59,,,,,
2/22/2025,@Lafayette,78,Lehigh,70,,,,,
2/22/2025,@Binghamton,71,Maine,69,,,,,
2/22/2025,@UMBC,95,NJIT,91,,,,,
2/22/2025,@Vermont,85,MA Lowell,61,,,,,
2/22/2025,Howard,87,@Morgan St,81,,,,,
2/22/2025,Boise St,70,@Nevada,69,,,,,
2/22/2025,Ark Pine Bluff,75,@Prairie View,64,,,,,
2/22/2025,San Jose St,82,@Wyoming,73,,,,,
2/22/2025,@NC State,85,Wake Forest,73,,,,,
2/22/2025,@G Washington,74,Massachusetts,52,,,,,
2/22/2025,@VCU,70,George Mason,54,,,,,
2/22/2025,Davidson,80,@Fordham,69,,,,,
2/22/2025,Valparaiso,83,@S Illinois,79,,,,,
2/22/2025,@Bradley,85,Murray St,83,O1,,,,
2/22/2025,@Belmont,77,Indiana St,75,,,,,
2/22/2025,Illinois St,70,@Missouri St,68,,,,,
2/22/2025,@IL Chicago,82,Evansville,77,,,,,
2/22/2025,@Air Force,72,Fresno St,69,O1,,,,
2/22/2025,Oregon,77,@Wisconsin,73,O1,,,,
2/22/2025,Penn St,69,@Minnesota,60,,,,,
2/22/2025,@Iowa,85,Washington,79,,,,,
2/22/2025,@Louisville,89,Florida St,81,,,,,
2/22/2025,@St Joseph's PA,78,Richmond,62,,,,,
2/22/2025,@Boston College,69,Georgia Tech,54,,,,,
2/22/2025,@Notre Dame,76,Pittsburgh,72,,,,,
2/22/2025,@St Louis,81,Rhode Island,66,,,,,
2/22/2025,@North Carolina,81,Virginia,66,,,,,
2/22/2025,Clemson,79,@SMU,69,,,,,
2/22/2025,@St Bonaventure,70,Duquesne,63,,,,,
2/22/2025,S Carolina St,94,@Delaware St,88,O1,,,,
2/22/2025,Virginia Tech,81,@Miami FL,68,,,,,
2/22/2025,Dartmouth,76,@Princeton,61,,,,,
2/22/2025,@Stanford,66,California,61,,,,,
2/22/2025,@Texas Tech,73,West Virginia,51,,,,,
2/22/2025,@Colorado,76,Baylor,74,,,,,
2/22/2025,@Cincinnati,75,TCU,63,,,,,
2/22/2025,@Kansas,96,Oklahoma St,64,,,,,
2/22/2025,@Houston,68,Iowa St,59,,,,,
2/22/2025,BYU,96,@Arizona,95,,,,,
2/22/2025,@Rice,71,Tulsa,50,,,,,
2/22/2025,Presbyterian,80,@Radford,73,,,,,
2/22/2025,@UNC Asheville,87,Longwood,82,,,,,
2/22/2025,High Point,90,@Gardner Webb,67,,,,,
2/22/2025,SC Upstate,79,@Charleston So,69,,,,,
2/22/2025,Colorado St,61,@UNLV,53,,,,,
2/22/2025,@Abilene Chr,80,Utah Tech,71,,,,,
2/22/2025,@Alabama,96,Kentucky,83,,,,,
2/22/2025,@Arkansas,92,Missouri,85,,,,,
2/22/2025,@Auburn,82,Georgia,70,,,,,
2/22/2025,@Ball St,80,Buffalo,66,,,,,
2/22/2025,@Chattanooga,76,Citadel,75,,,,,
2/22/2025,@Furman,75,VMI,71,,,,,
2/22/2025,St Mary's CA,74,@Gonzaga,67,,,,,
2/22/2025,@Grand Canyon,66,Cal Baptist,64,,,,,
2/22/2025,Duke,110,Illinois,67,New,"York,",NY,,
2/22/2025,@Jacksonville St,73,UTEP,65,,,,,
2/22/2025,New Mexico St,60,@Kennesaw,49,,,,,
2/22/2025,@Liberty,58,Florida Intl,45,,,,,
2/22/2025,@Loy Marymount,93,Pepperdine,82,,,,,
2/22/2025,Florida,79,@LSU,65,,,,,
2/22/2025,UNC Greensboro,78,@Mercer,61,,,,,
2/22/2025,@MTSU,74,Sam Houston St,70,,,,,
2/22/2025,E Illinois,67,@Morehead St,62,,,,,
2/22/2025,@NE Omaha,93,South Dakota,85,,,,,
2/22/2025,@North Dakota,79,N Dakota St,77,,,,,
2/22/2025,E Michigan,79,@N Illinois,76,,,,,
2/22/2025,@Ohio,84,Akron,67,,,,,
2/22/2025,@Oklahoma,93,Mississippi St,87,,,,,
2/22/2025,@Oral Roberts,71,St Thomas MN,66,,,,,
2/22/2025,Portland,81,@Pacific,73,,,,,
2/22/2025,@Samford,93,W Carolina,72,,,,,
2/22/2025,Oregon St,83,@San Diego,73,,,,,
2/22/2025,@South Carolina,84,Texas,69,,,,,
2/22/2025,@SE Missouri St,74,Lindenwood,58,,,,,
2/22/2025,@Southern Indiana,82,SIUE,68,,,,,
2/22/2025,@Tennessee Tech,77,Tennessee St,74,,,,,
2/22/2025,Tennessee,77,@Texas A&M,69,,,,,
2/22/2025,@Ark Little Rock,75,W Illinois,61,,,,,
2/22/2025,@UT Arlington,67,Tarleton St,57,,,,,
2/22/2025,@Utah Valley,61,Seattle,55,,,,,
2/22/2025,@Vanderbilt,77,Mississippi,72,,,,,
2/22/2025,Santa Clara,109,@Washington St,79,,,,,
2/22/2025,@WKU,64,Louisiana Tech,63,,,,,
2/22/2025,C Michigan,86,@W Michigan,57,,,,,
2/22/2025,ETSU,73,@Wofford,68,,,,,
2/22/2025,UC Santa Barbara,58,@Long Beach St,56,,,,,
2/22/2025,UC Irvine,73,@CS Bakersfield,64,,,,,
2/22/2025,@Idaho St,83,CS Sacramento,66,,,,,
2/22/2025,@Jackson St,71,Alcorn St,63,,,,,
2/22/2025,@Troy,83,Coastal Car,66,,,,,
2/22/2025,Norfolk St,79,@Coppin St,63,,,,,
2/22/2025,@Northern Arizona,87,E Washington,67,,,,,
2/22/2025,@St Francis PA,85,F Dickinson,80,O1,,,,
2/22/2025,Marshall,69,@Appalachian St,59,,,,,
2/22/2025,@James Madison,78,Ga Southern,73,,,,,
2/22/2025,Georgia St,76,@Old Dominion,70,,,,,
2/22/2025,Harvard,79,@Penn,78,O1,,,,
2/22/2025,@UC San Diego,83,Hawaii,44,,,,,
2/22/2025,@Arkansas St,95,ULM,70,,,,,
2/22/2025,@N Colorado,92,Idaho,74,,,,,
2/22/2025,@Incarnate Word,63,SF Austin,61,,,,,
2/22/2025,Lamar,66,@Houston Chr,58,,,,,
2/22/2025,LIU Brooklyn,76,@Le Moyne,61,,,,,
2/22/2025,@McNeese St,73,TAM C. Christi,57,,,,,
2/22/2025,@TX Southern,79,MS Valley St,38,,,,,
2/22/2025,Montana,89,@Montana St,85,,,,,
2/22/2025,Northwestern LA,73,@New Orleans,66,,,,,
2/22/2025,@Nicholls St,93,UTRGV,84,,,,,
2/22/2025,@Weber St,60,Portland St,58,,,,,
2/22/2025,Bethune-Cookman,68,@Alabama A&M,64,,,,,
2/22/2025,@SE Louisiana,83,East Texas A&M,65,,,,,
2/22/2025,Southern Univ,71,@Grambling,64,,,,,
2/22/2025,@Central Conn,67,Stonehill,41,,,,,
2/22/2025,@Texas St,93,South Alabama,92,O1,,,,
2/22/2025,@American Univ,48,Boston Univ,44,,,,,
2/22/2025,CS Northridge,65,@UC Davis,62,,,,,
2/22/2025,@Utah St,79,San Diego St,71,,,,,
2/22/2025,Wagner,64,@Chicago St,52,,,,,
2/22/2025,@Yale,90,Columbia,64,,,,,
2/22/2025,Butler,84,@DePaul,72,,,,,
2/22/2025,Louisiana,62,@Southern Miss,60,,,,,
2/22/2025,@Cal Poly,112,UC Riverside            1,0,O1,,,,
2/22/2025,@Drexel,64,Col Charleston,55,,,,,
2/22/2025,@Hampton,83,UNC Wilmington,70,,,,,
2/22/2025,William & Mary,79,@Elon,70,,,,,
2/22/2025,Towson,76,@Campbell,67,,,,,
2/22/2025,Hofstra,78,@Delaware,65,,,,,
2/22/2025,@NC A&T,73,Stony Brook,72,,,,,
2/23/2025,Drake,64,@Northern Iowa,58,O1,,,,
2/23/2025,@Bucknell,84,Army,53,,,,,
2/23/2025,@UCLA,69,Ohio St,61,,,,,
2/23/2025,@Rutgers,95,USC,85,,,,,
2/23/2025,@Indiana,73,Purdue,58,,,,,
2/23/2025,@UCF,76,Utah,72,,,,,
2/23/2025,Arizona St,66,@Kansas St,54,,,,,
2/23/2025,@Memphis,84,FL Atlantic,65,,,,,
2/23/2025,@Wichita St,78,Tulane,67,,,,,
2/23/2025,@East Carolina,96,UT San Antonio,89,O1,,,,
2/23/2025,North Texas,64,@South Florida,57,,,,,
2/23/2025,@UAB,80,Temple,64,,,,,
2/23/2025,@Loyola MD,84,Colgate,65,,,,,
2/23/2025,@Navy,83,Holy Cross,77,O1,,,,
2/23/2025,@S Dakota St,70,Missouri KC,65,,,,,
2/23/2025,Merrimack,77,@Iona,70,O1,,,,
2/23/2025,Quinnipiac,74,@Manhattan,71,,,,,
2/23/2025,@Marist,64,Niagara,61,,,,,
2/23/2025,@Mt St Mary's,79,Rider,72,,,,,
2/23/2025,Canisius,93,@Siena,88,,,,,
2/23/2025,@St Peter's,85,Sacred Heart,79,,,,,
2/23/2025,@Creighton,80,Georgetown,69,,,,,
2/23/2025,Xavier,73,@Seton Hall,66,,,,,
2/23/2025,@St John's,89,Connecticut,75,,,,,
2/23/2025,@Oakland,91,Cleveland St,86,O1,,,,
2/23/2025,@N Kentucky,71,IUPUI,67,,,,,
2/23/2025,@Robert Morris,72,WI Milwaukee,59,,,,,
2/23/2025,@Youngstown St,81,WI Green Bay,77,,,,,
2/24/2025,@Alabama A&M,77,Florida A&M,66,,,,,
2/24/2025,@Norfolk St,69,Morgan St,60,,,,,
2/24/2025,@TX Southern,81,Ark Pine Bluff,56,,,,,
2/24/2025,Michigan,49,@Nebraska,46,,,,,
2/24/2025,North Carolina,96,@Florida St,85,,,,,
2/24/2025,@Delaware St,86,NC Central,84,O1,,,,
2/24/2025,Kansas,71,@Colorado,64,,,,,
2/24/2025,Houston,69,@Texas Tech,61,,,,,
2/24/2025,@Monmouth NJ,78,Northeastern,73,,,,,
2/24/2025,UNC Wilmington,79,@William & Mary,70,,,,,
2/24/2025,@Hampton,81,Stony Brook,49,,,,,
2/24/2025,Lipscomb,95,@Austin Peay,78,,,,,
2/24/2025,North Alabama,93,@Cent Arkansas,70,,,,,
2/24/2025,@FGCU,86,North Florida,82,,,,,
2/24/2025,@Jacksonville,59,E Kentucky,55,,,,,
2/24/2025,Queens NC,72,@West Georgia,57,,,,,
2/24/2025,@Coppin St,72,Howard,61,,,,,
2/24/2025,@Incarnate Word,73,Lamar,61,,,,,
2/24/2025,S Carolina St,81,@MD E Shore,68,,,,,
2/24/2025,@McNeese St,100,UTRGV,65,,,,,
2/24/2025,@Prairie View,64,MS Valley St,56,,,,,
2/24/2025,East Texas A&M,73,@New Orleans,71,,,,,
2/24/2025,@Nicholls St,71,TAM C. Christi,69,,,,,
2/24/2025,Bethune-Cookman,70,@Alabama St,68,,,,,
2/24/2025,Northwestern LA,72,@SE Louisiana,69,,,,,
2/24/2025,@Stetson,69,Bellarmine,67,,,,,
2/24/2025,@Houston Chr,72,SF Austin,56,,,,,
2/25/2025,@Nevada,84,Wyoming,61,,,,,
2/25/2025,VCU,78,@Richmond,60,,,,,
2/25/2025,St Louis,57,@Davidson,56,,,,,
2/25/2025,@Murray St,85,Indiana St,75,,,,,
2/25/2025,@S Illinois,88,Illinois St,79,,,,,
2/25/2025,UNLV,77,@San Jose St,71,,,,,
2/25/2025,@San Diego St,73,New Mexico,65,,,,,
2/25/2025,Colorado St,77,@Air Force,55,,,,,
2/25/2025,@Wisconsin,88,Washington,62,,,,,
2/25/2025,Northwestern,75,@Minnesota,63,,,,,
2/25/2025,@Illinois,81,Iowa,61,,,,,
2/25/2025,Georgia Tech,73,@Pittsburgh,67,,,,,
2/25/2025,Duke,97,@Miami FL,60,,,,,
2/25/2025,Louisville,71,@Virginia Tech,66,,,,,
2/25/2025,@Cincinnati,69,Baylor,67,,,,,
2/25/2025,@West Virginia,73,TCU,55,,,,,
2/25/2025,@Oklahoma St,74,Iowa St,68,,,,,
2/25/2025,@Lafayette,81,Army,65,,,,,
2/25/2025,Gonzaga,95,@Santa Clara,76,,,,,
2/25/2025,@Alabama,111,Mississippi St,73,,,,,
2/25/2025,Akron,87,@Ball St,82,,,,,
2/25/2025,@C Michigan,73,Buffalo,69,,,,,
2/25/2025,Bowling Green,65,@E Michigan,60,,,,,
2/25/2025,@Georgia,88,Florida,83,,,,,
2/25/2025,@Kent,105,Toledo,65,,,,,
2/25/2025,Tennessee,65,@LSU,59,,,,,
2/25/2025,@Miami OH,87,N Illinois,58,,,,,
2/25/2025,@Missouri,101,South Carolina,71,,,,,
2/25/2025,@W Illinois,86,Lindenwood,81,O1,,,,
2/25/2025,@W Michigan,82,Ohio,73,,,,,
2/25/2025,@Ga Southern,61,Appalachian St,59,,,,,
2/25/2025,James Madison,85,@ULM,79,,,,,
2/25/2025,Troy,74,@Texas St,69,,,,,
2/25/2025,@Marquette,82,Providence,52,,,,,
2/25/2025,@Marshall,83,Old Dominion,66,,,,,
2/26/2025,@Colgate,81,Holy Cross,73,,,,,
2/26/2025,Navy,68,@American Univ,60,,,,,
2/26/2025,@Loyola-Chicago,77,G Washington,57,,,,,
2/26/2025,@George Mason,74,Fordham,64,,,,,
2/26/2025,Duquesne,67,@La Salle,62,,,,,
2/26/2025,Dayton,85,@Rhode Island,77,,,,,
2/26/2025,@Northern Iowa,74,IL Chicago,52,,,,,
2/26/2025,Drake,65,@Evansville,61,,,,,
2/26/2025,Bradley,76,@Valparaiso,65,,,,,
2/26/2025,Belmont,74,@Missouri St,65,,,,,
2/26/2025,Ohio St,87,@USC,82,,,,,
2/26/2025,Michigan St,58,@Maryland,55,,,,,
2/26/2025,@Indiana,83,Penn St,78,,,,,
2/26/2025,@Syracuse,74,NC State,60,,,,,
2/26/2025,@Clemson,83,Notre Dame,68,,,,,
2/26/2025,@St Joseph's PA,75,St Bonaventure,64,,,,,
2/26/2025,Virginia,83,@Wake Forest,75,,,,,
2/26/2025,@Stanford,78,Boston College,60,,,,,
2/26/2025,SMU,81,@California,77,,,,,
2/26/2025,@UCF,80,Kansas St,76,,,,,
2/26/2025,@Arizona,83,Utah,66,,,,,
2/26/2025,BYU,91,@Arizona St,81,,,,,
2/26/2025,@Memphis,84,Rice,72,,,,,
2/26/2025,@Temple,73,South Florida,71,,,,,
2/26/2025,@Tulane,78,Charlotte,64,,,,,
2/26/2025,Presbyterian,64,@UNC Asheville,59,,,,,
2/26/2025,@High Point,88,SC Upstate,66,,,,,
2/26/2025,Radford,63,@Gardner Webb,56,,,,,
2/26/2025,Kentucky,83,@Oklahoma,82,,,,,
2/26/2025,Vanderbilt,86,@Texas A&M,84,,,,,
2/26/2025,@Auburn,106,Mississippi,76,,,,,
2/26/2025,@Arkansas,86,Texas,81,O1,,,,
2/26/2025,@Boise St,82,Utah St,65,,,,,
2/26/2025,@MD E Shore,68,NC Central,59,,,,,
2/26/2025,@ETSU,59,Mercer,58,,,,,
2/26/2025,@FGCU,80,Bellarmine,61,,,,,
2/26/2025,@Furman,85,Citadel,42,,,,,
2/26/2025,@Jacksonville,79,Stetson,72,,,,,
2/26/2025,@N Dakota St,82,South Dakota,78,,,,,
2/26/2025,@West Georgia,73,Austin Peay,70,,,,,
2/26/2025,Wofford,90,@W Carolina,67,,,,,
2/26/2025,@North Alabama,74,Queens NC,69,,,,,
2/26/2025,E Kentucky,86,@North Florida,81,,,,,
2/26/2025,@Lipscomb,78,Cent Arkansas,60,,,,,
2/26/2025,San Francisco,74,@Oregon St,72,,,,,
2/26/2025,@Coastal Car,80,Georgia St,74,,,,,
2/26/2025,Arkansas St,83,@Louisiana,64,,,,,
2/26/2025,Bucknell,70,@Loyola MD,67,,,,,
2/26/2025,Boston Univ,79,@Lehigh,68,,,,,
2/26/2025,@Creighton,75,DePaul,65,,,,,
2/26/2025,Villanova,59,@Seton Hall,54,,,,,
2/26/2025,St John's,76,@Butler,70,,,,,
2/26/2025,@Connecticut,93,Georgetown,79,,,,,
2/26/2025,South Alabama,88,@Southern Miss,82,,,,,
2/27/2025,SUNY Albany,78,@UMBC,74,,,,,
2/27/2025,Maine,73,@New Hampshire,66,,,,,
2/27/2025,Bryant,79,@MA Lowell,78,,,,,
2/27/2025,Vermont,71,@NJIT,61,,,,,
2/27/2025,@Michigan,84,Rutgers,82,,,,,
2/27/2025,UAB,80,@Wichita St,72,,,,,
2/27/2025,North Texas,71,@FL Atlantic,61,,,,,
2/27/2025,Winthrop,85,@Longwood,59,,,,,
2/27/2025,UC Riverside,82,@Hawaii,76,,,,,
2/27/2025,@E Illinois,71,Ark Little Rock,60,,,,,
2/27/2025,@Florida Intl,76,Kennesaw,61,,,,,
2/27/2025,@Grand Canyon,85,UT Arlington,71,,,,,
2/27/2025,@Liberty,59,Jacksonville St,55,,,,,
2/27/2025,St Mary's CA,58,@Loy Marymount,55,,,,,
2/27/2025,Chattanooga,75,@UNC Greensboro,63,,,,,
2/27/2025,MTSU,71,@New Mexico St,66,,,,,
2/27/2025,S Dakota St,77,@Oral Roberts,69,,,,,
2/27/2025,@Portland,87,Pepperdine,67,,,,,
2/27/2025,@Seattle,72,Cal Baptist,48,,,,,
2/27/2025,SE Missouri St,83,@SIUE,68,,,,,
2/27/2025,@St Thomas MN,86,North Dakota,71,,,,,
2/27/2025,@Tarleton St,67,Abilene Chr,52,,,,,
2/27/2025,@Tennessee St,64,Morehead St,55,,,,,
2/27/2025,W Illinois,82,@Tennessee Tech,69,,,,,
2/27/2025,@Missouri KC,64,Denver,56,,,,,
2/27/2025,@TN Martin,79,Southern Indiana,63,,,,,
2/27/2025,Southern Utah,82,@Utah Tech,75,,,,,
2/27/2025,WKU,80,@UTEP,73,,,,,
2/27/2025,Samford,95,@VMI,83,,,,,
2/27/2025,@Washington St,93,San Diego,86,,,,,
2/27/2025,CS Bakersfield,88,@Long Beach St,87,O1,,,,
2/27/2025,UC Irvine,76,@CS Fullerton,51,,,,,
2/27/2025,Montana,60,@CS Sacramento,54,,,,,
2/27/2025,Weber St,66,@E Washington,64,,,,,
2/27/2025,@F Dickinson,82,Stonehill,69,,,,,
2/27/2025,Idaho St,69,@Idaho,65,,,,,
2/27/2025,@Central Conn,84,Le Moyne,75,,,,,
2/27/2025,@Mercyhurst,90,Chicago St,68,,,,,
2/27/2025,@Portland St,69,Montana St,52,,,,,
2/27/2025,@UC Santa Barbara,96,Cal Poly,77,,,,,
2/27/2025,UC San Diego,77,@CS Northridge,71,,,,,
2/27/2025,@LIU Brooklyn,60,Wagner,47,,,,,
2/27/2025,Robert Morris,82,@IUPUI,68,,,,,
2/27/2025,@WI Milwaukee,71,Oakland,66,,,,,
2/27/2025,@Wright St,82,Cleveland St,76,,,,,
2/27/2025,@WI Green Bay,76,Detroit,71,,,,,
2/27/2025,N Kentucky,79,@PFW,74,,,,,
2/27/2025,UNC Wilmington,79,@Campbell,60,,,,,
2/27/2025,@Monmouth NJ,79,Elon,76,,,,,
2/27/2025,@Northeastern,69,NC A&T,55,,,,,
2/27/2025,@Drexel,53,Hampton,52,,,,,
2/27/2025,@Towson,88,William & Mary,73,,,,,
2/27/2025,@Col Charleston,94,Delaware,84,,,,,
2/27/2025,@Stony Brook,59,Hofstra,56,,,,,
2/28/2025,Princeton,73,@Columbia,68,,,,,
2/28/2025,@VCU,80,Davidson,56,,,,,
2/28/2025,@Purdue,76,UCLA,66,,,,,
2/28/2025,@Northwestern,68,Iowa,57,,,,,
2/28/2025,@UNLV,68,Nevada,55,,,,,
2/28/2025,@Akron,77,Kent,72,,,,,
2/28/2025,@E Michigan,84,C Michigan,73,,,,,
2/28/2025,Manhattan,77,@Canisius,72,,,,,
2/28/2025,Old Dominion,61,@Coastal Car,59,,,,,
2/28/2025,@Fairfield,69,Mt St Mary's,62,,,,,
2/28/2025,@Marshall,75,Appalachian St,57,,,,,
2/28/2025,@Ga Southern,76,Georgia St,75,,,,,
2/28/2025,Brown,59,@Harvard,52,,,,,
2/28/2025,Arkansas St,94,@ULM,67,,,,,
2/28/2025,@Texas St,102,James Madison,93,O2,,,,
2/28/2025,@Sacred Heart,67,Marist,54,,,,,
2/28/2025,Rider,83,@Merrimack,78,,,,,
2/28/2025,Iona,65,@Niagara,63,,,,,
2/28/2025,@Cornell,90,Penn,62,,,,,
2/28/2025,@Quinnipiac,69,St Peter's,64,,,,,
2/28/2025,Yale,72,@Dartmouth,67,,,,,
2/28/2025,Troy,70,@Southern Miss,58,,,,,
2/28/2025,@South Alabama,65,Louisiana,42,,,,,
3/1/2025,SUNY Albany,86,@NJIT,59,,,,,
3/1/2025,American Univ,67,@Colgate,59,,,,,
3/1/2025,@Florida A&M,73,Grambling,68,,,,,
3/1/2025,Bucknell,94,@Holy Cross,81,,,,,
3/1/2025,Lehigh,89,@Army,67,,,,,
3/1/2025,Bryant,80,@Maine,72,,,,,
3/1/2025,Vermont,79,@UMBC,69,,,,,
3/1/2025,@MA Lowell,79,Binghamton,53,,,,,
3/1/2025,@Alabama St,94,Alabama A&M,52,,,,,
3/1/2025,San Diego St,72,@Wyoming,69,,,,,
3/1/2025,Clemson,71,@Virginia,58,,,,,
3/1/2025,@Louisville,79,Pittsburgh,68,,,,,
3/1/2025,@North Carolina,92,Miami FL,73,,,,,
3/1/2025,@Massachusetts,91,Rhode Island,88,,,,,
3/1/2025,@St Louis,98,Loyola-Chicago,67,,,,,
3/1/2025,@G Washington,71,La Salle,60,,,,,
3/1/2025,@Duquesne,85,George Mason,68,,,,,
3/1/2025,@Dayton,74,Richmond,64,O2,,,,
3/1/2025,@New Mexico,92,Air Force,71,,,,,
3/1/2025,Indiana,78,@Washington,62,,,,,
3/1/2025,Maryland,68,@Penn St,64,,,,,
3/1/2025,@Oregon,82,USC,61,,,,,
3/1/2025,Minnesota,67,@Nebraska,65,,,,,
3/1/2025,@Virginia Tech,101,Syracuse,95,O1,,,,
3/1/2025,St Joseph's PA,90,@Fordham,76,,,,,
3/1/2025,@Georgia Tech,87,NC State,62,,,,,
3/1/2025,@Dartmouth,78,Brown,58,,,,,
3/1/2025,@Stanford,73,SMU,68,,,,,
3/1/2025,@Wake Forest,74,Notre Dame,71,,,,,
3/1/2025,@Duke,100,Florida St,65,,,,,
3/1/2025,@California,82,Boston College,71,,,,,
3/1/2025,@Baylor,71,Oklahoma St,61,,,,,
3/1/2025,@BYU,77,West Virginia,56,,,,,
3/1/2025,@Houston,73,Cincinnati,64,,,,,
3/1/2025,@TCU,89,UCF,78,,,,,
3/1/2025,Texas Tech,78,@Kansas,73,,,,,
3/1/2025,@Utah,99,Arizona St,73,,,,,
3/1/2025,@Iowa St,84,Arizona,67,,,,,
3/1/2025,Tulane,79,@Tulsa,77,,,,,
3/1/2025,@Winthrop,103,UNC Asheville,90,,,,,
3/1/2025,Longwood,83,@SC Upstate,66,,,,,
3/1/2025,@Presbyterian,68,Gardner Webb,57,,,,,
3/1/2025,@Radford,76,Charleston So,60,,,,,
3/1/2025,Boise St,66,@Fresno St,61,,,,,
3/1/2025,@S Carolina St,91,Norfolk St,88,,,,,
3/1/2025,@NC Central,72,Howard,68,,,,,
3/1/2025,@Hawaii,78,UC Davis,70,,,,,
3/1/2025,@Bowling Green,61,Ball St,52,,,,,
3/1/2025,@Buffalo,87,Toledo,74,,,,,
3/1/2025,ETSU,81,@Citadel,66,,,,,
3/1/2025,@Denver,78,S Dakota St,62,,,,,
3/1/2025,@E Illinois,73,SE Missouri St,58,,,,,
3/1/2025,@Florida,89,Texas A&M,70,,,,,
3/1/2025,Jacksonville St,84,@Florida Intl,79,O2,,,,
3/1/2025,Auburn,94,@Kentucky,78,,,,,
3/1/2025,@Mercer,81,W Carolina,69,,,,,
3/1/2025,@Mississippi St,81,LSU,69,,,,,
3/1/2025,@UNC Greensboro,108,Samford                 1,0,,,,,
3/1/2025,@NE Omaha,80,Oral Roberts,57,,,,,
3/1/2025,@New Mexico St,65,WKU,47,,,,,
3/1/2025,W Michigan,74,@N Illinois,70,,,,,
3/1/2025,@Ohio,75,Miami OH,66,,,,,
3/1/2025,@Mississippi,87,Oklahoma,84,,,,,
3/1/2025,Santa Clara,97,@Pacific,66,,,,,
3/1/2025,Washington St,90,@Pepperdine,83,,,,,
3/1/2025,Louisiana Tech,90,@Sam Houston St,66,,,,,
3/1/2025,@San Diego,82,Portland,80,,,,,
3/1/2025,Gonzaga,95,@San Francisco,75,,,,,
3/1/2025,Grand Canyon,63,@Seattle,60,,,,,
3/1/2025,@SIUE,73,Ark Little Rock,65,,,,,
3/1/2025,@South Carolina,72,Arkansas,53,,,,,
3/1/2025,@South Dakota,92,North Dakota,79,,,,,
